id,listing_id,num_bedrooms,num_bathrooms,accommodates_guests,property_type,room_type,location_neighborhood,latitude,longitude,amenities_list,host_is_superhost,average_guest_rating,num_reviews,historical_occupancy_rate_percent,minimum_nights_stay,distance_to_city_center_km,public_transport_proximity,seasonal_period,local_demand_index_2025,price_per_night_inr
163,Appear,Laugh,4693.95,Another,Agency,Number,Animal,840.46,2747.3,Contain,Product,9609.24,Face,5316.64,Still,9849.91,Interest,Six,4420.34,3333.47
164,Environment,Yard,2294.05,Every,Wait,For,Before,2474.71,7714.65,Money,Indicate,5908.56,Determine,8609.23,During,4796.12,Consider,Environment,8703.51,9005.56
165,And,Natural,740.56,Whole,World,Stay,See,6682.6,747.76,Then,Since,3531.55,Citizen,1273.7,Game,6325.86,Letter,Property,1241.39,879.2
166,Remain,Last,7359.1,Night,Anything,Sign,Apply,6783.1,8459.74,Daughter,Audience,9088.68,Weight,7128.77,Person,8287.24,System,Population,2883.49,4576.34
167,Necessary,Peace,5453.07,Feel,Level,Movie,Actually,3977.21,4622.56,Sister,Common,4816.1,Whom,5174.51,Medical,386.25,Anyone,Beat,1483.86,7718.05
168,Page,Physical,8653.13,Ball,Customer,Strategy,Reveal,2072.34,1121.89,Anyone,Interview,2338.93,Building,8788.23,Really,4432.76,Serve,Everybody,9792.7,4964.35
169,Guess,Capital,1160.98,Game,Red,Article,That,7650.92,1197.26,Star,Development,6962.86,Student,9961.85,Although,7445.15,Can,Trouble,8137.63,4255.77
170,Must,Some,623.29,Thus,Speak,Imagine,Street,2257.28,8588.83,Return,Key,7888.02,Yourself,5742.93,Structure,2018.52,Surface,Region,4777.57,8188.2
171,Someone,Congress,1090.06,Yeah,Again,Whatever,Statement,9030.83,782.78,Other,Arrive,7214.86,Woman,182.47,Performance,8549.23,Opportunity,Mission,3149.12,5514.42
172,Reality,Adult,438.15,Let,Former,Up,Ten,6668.76,9973.04,Where,Probably,3022.14,Form,8380.36,Wonder,1512.82,Study,Something,366.53,6672.07
173,Over,Cultural,2707.84,Still,Sell,Quite,Anyone,7148.5,651.39,Mind,True,1333.21,Small,3160.25,Financial,5187.78,Into,Yes,2400.97,1264.19
174,Anyone,Life,1116.81,Situation,Sister,Blood,Tend,3665.35,622.46,Travel,Month,5416.71,Television,293.43,Time,5202.68,Music,New,3169.09,395.0
175,Order,Everyone,221.11,Discussion,Record,His,Because,5820.46,7118.6,Choose,She,1801.48,Increase,5710.31,Tree,850.53,Certainly,Be,4657.51,8165.46
176,Protect,Mind,1890.77,Hear,Though,Half,Management,4647.27,9030.97,Pressure,Yourself,2679.25,Maybe,7825.62,Finally,776.98,Him,Church,2740.49,7765.76
177,Beat,Effort,8677.6,Commercial,Similar,Traditional,Far,2909.12,4111.51,Have,Argue,3315.33,Choice,1923.42,Somebody,3296.29,Research,Dog,8391.43,5741.14
178,Fast,Opportunity,8437.08,Same,Job,Risk,Certainly,5707.16,6772.52,Military,Hotel,5548.32,At,2122.43,Story,4905.53,Off,Of,3444.47,2289.63
179,Probably,Toward,3159.5,Response,Admit,Air,Box,9197.68,9627.88,Second,Lay,9679.67,Evening,5446.82,Quality,2754.74,Adult,Its,3651.06,2966.61
180,Security,Fact,9621.56,Amount,Teach,Our,Tonight,8637.11,7874.16,Production,Range,5201.02,Whom,4851.59,Cause,7357.66,Sit,Perform,8898.05,7166.41
181,Political,Simple,9473.25,Business,Simply,Own,Order,6031.0,8391.51,Pull,If,6066.31,Necessary,5495.2,Third,8213.0,Go,Wish,4465.68,8437.95
182,Bad,Activity,2577.05,Floor,Any,Development,Technology,9749.63,7316.59,Data,Reduce,1952.96,Responsibility,6842.58,Force,2888.48,Reveal,Edge,969.98,1319.58
183,Process,Listen,4334.22,Accept,Offer,Unit,Keep,9482.9,2375.23,Claim,Official,5430.05,Cold,4397.26,Hospital,1704.32,Rule,Peace,6952.22,3041.25
184,Strategy,About,453.24,South,Edge,Pick,Know,8496.12,7620.63,Sing,Citizen,466.97,Who,4523.58,Defense,3189.98,Region,Each,6563.09,3136.32
185,Professional,Speech,6993.42,Tell,Dog,Talk,Option,457.61,9078.46,Political,Within,6468.18,American,3983.19,Know,8181.78,Program,Economic,7404.32,3133.44
186,Idea,Very,898.66,Change,Discover,Author,Attorney,6385.99,4244.87,Test,Image,8674.29,Particularly,1499.7,Fine,8308.18,Help,Court,8438.03,2050.24
187,Dark,Particular,2556.0,Director,Subject,Specific,Save,6139.97,2845.53,Letter,Machine,4866.67,For,5326.76,Message,3926.91,His,Miss,1237.44,2840.7
188,Whatever,Although,8110.91,Serve,Front,Occur,Example,7992.09,1014.18,Commercial,Exist,6932.05,Down,8794.27,Step,6105.99,Himself,When,9608.17,5891.84
189,Might,Data,4683.8,Live,Book,Citizen,Go,4013.73,5838.06,Community,Then,6610.0,Dream,9924.54,Throw,1495.98,Put,Decade,3252.81,8937.46
190,Kitchen,Animal,6862.03,Federal,Answer,Some,Sure,3080.3,5627.07,Century,House,627.49,Trade,1502.78,Conference,386.13,Into,Father,8456.76,1361.12
191,Model,Black,3724.59,Fine,Whom,Reduce,Law,3293.44,6966.29,Two,Mother,731.76,Just,89.95,Decision,1719.69,Loss,Necessary,5681.52,3537.62
192,Today,Environment,761.18,Message,Wrong,Tax,Treatment,2859.87,2648.64,Risk,Serious,7270.72,Account,7134.92,Organization,200.03,Animal,Side,8350.76,1067.05
193,Ask,Become,3997.11,Try,High,Control,Upon,4237.36,298.1,Begin,Strong,1078.53,Soon,7418.03,Four,6881.54,Campaign,If,7888.48,9689.13
194,Phone,Chair,8884.64,Wish,A,See,Campaign,3007.04,6570.23,Create,Subject,6594.47,Suddenly,2272.99,Sometimes,7597.82,Could,Tell,9096.0,5910.75
195,Lose,Visit,7814.92,Off,Section,Crime,Choice,2809.58,8445.85,Fast,Gas,3308.47,Chair,3040.4,Song,5641.06,About,About,6114.67,4659.04
196,Hold,Notice,8317.97,Those,Today,Discussion,Seek,7545.43,5254.57,Lead,Fear,8836.1,Increase,4008.47,Cultural,3893.96,Myself,Skin,9803.73,3141.86
197,Difficult,Point,1332.79,Anyone,Look,Give,Phone,8548.46,6892.76,Program,Partner,3209.67,Car,8071.62,Live,6782.59,Important,Financial,4525.73,5298.72
198,Whole,Sense,9499.34,Class,Choose,Issue,Positive,5403.36,1039.22,Friend,Money,4392.09,Everyone,3037.93,Authority,9589.25,Event,Month,4373.0,4000.52
199,Energy,Ground,7655.76,Apply,Action,Beautiful,Listen,7655.97,797.07,Garden,Democrat,6799.63,Artist,9338.44,Both,5806.41,Dark,Right,2771.28,9324.68
200,Modern,On,647.59,Party,Include,Sea,Media,4897.72,1978.52,Under,Ball,5547.13,History,4012.0,Study,8812.25,Never,Attention,727.99,4650.1
201,Vote,Employee,2883.58,Exactly,Degree,Live,Speak,1091.14,8446.66,Message,Check,6493.27,Herself,3517.32,Far,5321.24,Opportunity,Though,4474.51,598.33
202,Store,Party,3297.3,Try,Support,Itself,Amount,338.71,991.62,Federal,Pattern,8493.15,Special,7814.14,Business,2964.1,Score,Eye,176.55,8814.49
203,Between,Level,678.03,Mean,End,Whom,Need,2439.78,8486.03,Phone,Detail,5742.11,Experience,4387.31,Avoid,7809.78,Weight,Everything,9181.79,5773.38
204,Begin,Southern,9215.74,Firm,Decade,Get,American,688.89,5194.81,Foreign,No,6864.52,Woman,8461.82,Begin,4757.68,South,Food,6289.23,2887.89
205,Every,Why,7298.75,West,Situation,Meet,Front,5785.06,9899.72,Administration,Security,5282.07,Manager,1925.11,Movie,7930.69,Become,Activity,4510.18,1309.02
206,Face,Make,9623.36,Able,Night,Assume,Blood,4952.58,1679.09,Letter,Land,2014.39,Goal,2542.49,Second,9269.45,Drop,Indicate,8126.17,348.94
207,End,Keep,7006.92,Spend,Explain,Perhaps,End,3283.55,4375.64,Traditional,Science,7429.44,Media,2930.06,Than,2920.46,Truth,Month,9308.48,7880.3
208,Wear,Factor,8311.9,Back,Myself,Relate,Listen,7430.66,9597.49,Bad,Agency,7547.02,Head,7458.17,Language,2911.21,Care,Shoulder,7046.75,9370.39
209,Project,Rather,5708.34,Capital,Picture,Behavior,Exist,7180.13,1752.04,Simply,Resource,4652.29,Throughout,5294.09,News,7300.16,When,Center,5190.6,2365.9
210,Seem,Trade,9858.8,Them,But,Fight,Three,4835.32,1183.36,Lot,Attorney,8411.01,Offer,3657.47,Money,9510.99,Information,Range,304.94,7618.0
211,Maintain,Meet,6796.13,Order,Nation,Work,American,7153.44,366.99,Include,Choose,5043.12,Blue,5042.95,Sport,2992.97,Perform,Tree,886.26,6133.08
212,Force,Despite,3659.76,Near,Brother,Wind,East,9854.3,2341.09,High,Unit,3907.28,Law,6584.32,Level,1342.61,Scene,Beyond,1501.25,886.19
213,Model,Model,8478.33,Business,Opportunity,Southern,Leave,7859.0,1184.84,Call,Section,2808.83,Safe,6627.96,Small,579.57,Wait,Size,606.39,1888.59
214,Speak,Teach,7766.3,Very,Large,Eight,Assume,2483.5,7471.39,Military,Draw,1634.32,Particular,6341.41,Town,6743.73,Others,Story,6391.81,1742.65
215,Stay,Paper,4654.78,Successful,Defense,Son,Mean,2526.05,3231.62,Tell,Truth,3321.71,Boy,9092.95,Government,1860.83,Weight,Like,3955.92,7819.0
216,Bar,Ability,795.93,Set,Six,Affect,Just,7777.38,9049.63,Top,Physical,6197.86,Forward,9252.2,Fly,4548.85,Ok,Price,7785.97,9961.37
217,Animal,Firm,4951.49,Reflect,Care,Fund,Five,4531.85,9526.42,Phone,This,6957.72,Feeling,5044.26,City,3959.34,Clear,Although,7171.59,9723.57
218,Others,Region,5036.69,Travel,Experience,Lead,Senior,4638.91,5074.2,Military,Attention,409.4,Former,8238.01,Cell,7240.25,Use,Four,6274.81,6974.18
219,Natural,List,8085.74,Education,Example,Card,Brother,4334.57,5718.97,Painting,Hit,2407.92,Start,5569.73,Assume,6507.03,Seem,Number,5627.65,1954.76
220,Mind,All,2782.19,Trade,Nature,Free,Dog,397.16,4205.08,Among,Evidence,5781.59,Age,3536.08,Sell,6693.17,Pass,But,3840.39,4701.42
221,Seek,Network,2017.17,Couple,Name,Own,Now,5324.0,2166.76,Bed,Understand,2208.61,Make,4289.37,Approach,6369.88,Technology,Audience,5146.49,2277.88
222,Current,Miss,5704.87,Majority,Quickly,Weight,Heart,7024.96,2126.39,Executive,Analysis,1208.16,Stay,8677.15,Mission,3422.38,Bank,Onto,5612.52,4884.25
223,Eye,Star,5116.85,Standard,Actually,Trip,Be,3142.75,1512.62,Fill,Its,6983.63,Second,6789.91,Glass,9363.28,Scientist,Dark,4976.62,8503.24
224,Mission,Girl,5031.17,Your,Those,Painting,Mr,9877.9,1670.04,Threat,Still,3001.08,Own,7698.75,That,4219.3,Research,One,5632.75,8863.77
225,Strong,Difference,2135.93,Everyone,Military,Cup,Guy,657.05,174.72,Participant,Drop,6185.94,Report,9455.86,Four,2395.11,Wide,According,5054.08,4277.82
226,Economic,Fish,4934.13,Off,White,Fact,Understand,8232.3,8857.96,His,Where,5844.29,Fine,4727.58,One,9071.94,Forward,Treat,4435.36,3032.63
227,Success,Store,4782.45,Week,Nature,Such,Memory,6613.61,2346.18,Explain,Simply,7451.31,Station,3737.02,Voice,600.28,Image,Sense,6979.44,8850.34
228,Ground,Yourself,9092.61,Want,Player,Appear,Those,9819.42,476.43,Agency,Policy,9736.75,Summer,9006.53,Often,8906.24,Low,Term,79.29,6710.36
229,Four,Likely,1975.19,Would,Three,Even,Why,9009.49,2755.19,Unit,Sign,571.35,Yet,5872.87,Day,6924.51,Economic,Return,5331.18,4116.13
230,Number,Fight,680.04,Measure,Bill,Total,Cause,7233.32,83.03,Inside,Lead,5791.12,Situation,975.97,Where,4554.09,Economy,Consider,5820.78,2462.56
231,Of,Reality,7544.45,Less,Conference,Run,Kid,2560.56,8660.51,Fly,Much,3927.84,Answer,6869.49,Republican,4512.26,To,Easy,3198.56,928.75
232,Sound,Blue,6116.76,Any,Team,Local,Very,515.65,4685.31,From,Save,4062.8,Realize,2921.47,Thing,2514.74,Former,Whole,4870.96,8811.58
233,Scene,International,7940.98,Answer,Grow,Whatever,Safe,3072.06,5947.66,Radio,Project,6305.51,Information,7222.91,Include,6251.43,Television,Statement,631.53,1433.79
234,Sit,Century,7885.89,Form,Specific,Believe,Determine,2623.23,5684.1,Pull,Foot,532.8,Language,5811.57,Risk,2879.25,Trip,Hold,418.89,149.39
235,Citizen,Themselves,2386.15,Then,Current,Three,Democratic,5159.6,7522.68,Life,Especially,306.51,Positive,5073.57,Administration,3351.49,Feel,Audience,6071.93,7015.24
236,Message,Baby,841.82,No,Why,Increase,Want,2474.31,8689.4,Candidate,Treat,6636.94,Federal,1668.92,Body,5380.61,Talk,Art,3636.62,1544.01
237,Successful,Look,4063.21,Blood,Hundred,Room,More,5304.24,6570.63,Until,Beat,8830.22,Popular,2738.81,Actually,9883.18,He,Perform,3677.45,6475.64
238,International,Management,3953.67,Professional,Interest,Effect,Past,4489.58,6871.66,Car,Recent,7417.67,Six,682.87,Reality,226.35,Citizen,Recognize,3472.23,3174.2
239,Gas,Maybe,4459.21,Wall,Too,Rich,Product,9450.64,3009.38,Foot,Cup,2273.02,Order,4310.63,Analysis,3328.81,At,Require,4117.33,5257.02
240,Citizen,Manager,1132.26,American,Through,Able,Century,7563.85,6331.41,Table,Hotel,7535.27,Place,4405.15,Girl,1756.23,Plan,Same,7424.52,8723.72
241,None,Baby,8919.34,Yourself,Act,Certain,Consider,7221.05,1254.73,Floor,Out,2930.78,Board,6903.42,Health,401.18,Sign,Bag,2830.85,3867.84
242,Simply,Feeling,7963.98,Billion,Evidence,Remain,Short,271.15,2738.11,Arm,Sell,6370.46,Should,47.15,Again,3087.3,Soldier,Thing,7359.58,4650.9
243,Then,Both,7424.42,First,Instead,Reach,Land,2454.88,7134.02,All,Thus,1567.92,Box,6293.11,Agreement,7897.02,Site,Around,625.62,2809.11
244,Rise,Life,3311.01,Story,Recent,Third,View,8839.43,689.59,Fight,First,4112.8,Environment,9952.7,Realize,920.0,Voice,Receive,9552.48,729.04
245,Court,Dream,5433.72,Together,Soon,Finally,Where,4493.12,6833.99,Old,Perhaps,2857.17,Local,4716.18,Station,8668.16,Story,Fast,1626.43,8951.78
246,Cup,Three,951.88,Ask,Give,Top,Fly,1743.97,2240.31,Decade,Organization,5380.46,Author,3102.37,Population,4703.29,Spring,Man,595.83,3015.35
247,Behind,Theory,50.91,Wall,Somebody,Myself,Never,1219.63,6583.12,Give,Use,5572.56,Institution,4622.11,Argue,254.03,Improve,Season,7585.04,980.31
248,Mind,Former,6989.74,Forward,Cell,Point,Top,4068.38,8723.52,Have,Risk,973.93,House,3513.24,Full,418.66,Save,Surface,9373.78,6154.11
249,Account,Resource,3387.24,Citizen,Local,City,Next,1612.09,8910.0,Trial,Soon,3554.29,Now,1258.19,Body,4686.86,Region,Leg,3634.08,8186.3
250,Consider,Fly,603.26,Concern,Range,Leave,Billion,7664.96,8888.76,Instead,Past,603.89,Southern,6796.39,Southern,7259.75,Seek,Base,7578.58,8682.86
251,While,Response,4673.18,Often,World,Cultural,Partner,6469.54,5870.37,Modern,Factor,4412.1,Hit,1337.47,Work,5428.03,Tax,Attention,5268.26,3456.19
252,Feel,Might,7293.53,Should,Decade,A,One,8870.56,5091.0,Yard,Institution,3786.27,Best,5092.78,Upon,7375.15,Away,Baby,3016.82,8251.47
253,Part,Make,6607.57,Tax,Fight,Moment,Boy,7027.3,5954.03,Culture,Three,673.87,Gun,6467.35,Range,8666.86,Kid,He,6683.71,8420.39
254,Price,Night,1453.98,Loss,Line,Major,As,4548.85,7176.98,Create,Girl,9468.6,Challenge,832.62,Along,2048.21,Plan,Bit,2389.58,2541.66
255,Agreement,Time,6479.98,Enjoy,Station,Better,Fine,4103.78,9233.52,Dog,Affect,6751.25,Describe,6956.14,Upon,9062.2,Very,Author,8608.51,282.54
256,Development,Either,4235.94,Set,Thus,Cultural,Painting,6498.7,7236.79,Nearly,Leg,9038.91,Statement,2047.98,President,4955.9,Why,Big,8996.44,1860.39
257,Participant,Style,427.62,Will,Sit,Authority,Soon,4243.62,1746.0,Natural,Prevent,338.21,Rich,3940.57,Truth,6353.44,Throughout,Mind,6444.03,8564.38
258,Maybe,Race,2816.51,Professional,Their,Fight,Involve,2764.76,9033.41,Show,Almost,552.63,Particular,5955.6,Class,1365.39,Pull,News,7586.14,1164.0
259,Smile,Data,8363.3,President,Student,Theory,Little,2914.17,9312.91,Traditional,Catch,6314.94,Machine,7702.56,Suffer,2029.6,Mission,Couple,6718.24,6566.14
260,Computer,Two,4002.35,Defense,Finally,Environmental,Budget,5548.77,5366.85,Within,Health,8416.28,Tax,9979.68,Boy,8198.12,Already,School,4984.12,1009.34
261,Get,Where,6322.9,Left,Quickly,Situation,Team,9727.9,2147.97,Finally,Ahead,1348.02,Final,1901.21,Enough,894.69,Word,Win,5122.11,2014.92
262,Store,Theory,8857.93,Than,Situation,Bag,Somebody,8912.13,8711.72,Reach,Skill,5324.72,Responsibility,4484.7,Film,6665.67,World,Sea,4057.14,5638.77
263,Sure,Write,624.35,Training,Own,Serious,Gun,5493.54,5603.99,Continue,Also,2171.36,Make,1801.81,Guy,4373.59,Next,Determine,9001.81,9930.21
264,Show,Instead,7089.31,Natural,Economic,Such,Idea,3285.66,3290.46,Member,Along,9259.73,By,2666.77,Open,5979.2,Thought,Evening,7219.89,2817.29
265,History,There,9267.14,Difference,Allow,Exist,Sound,2502.24,9918.96,Picture,Respond,7059.76,National,5275.95,Senior,5772.77,Once,Although,8922.1,8575.29
266,Place,Mother,430.14,Message,Mother,Town,Firm,3182.29,90.69,Its,Behavior,4221.85,Yet,7056.25,Positive,3892.82,Despite,History,5628.52,1634.77
267,Write,Site,2054.4,East,Include,View,Reason,3319.67,2551.53,Our,Center,7126.84,Course,7801.81,Citizen,3087.99,Court,Behavior,8376.6,3507.78
268,Be,Thus,8323.34,Anything,Stock,Manage,By,7015.73,5002.93,Authority,Fast,7685.31,Recognize,7888.31,Any,2204.58,Article,Store,8983.9,3419.56
269,Ask,Maybe,624.27,Current,Matter,Standard,Attack,9917.7,9921.68,Energy,Myself,6632.8,Small,435.56,Yeah,120.98,Common,Scientist,7814.3,6913.56
270,Protect,Represent,8417.79,Somebody,Purpose,Measure,Contain,9596.42,6272.76,Maybe,Make,8126.64,News,3658.69,Entire,4063.87,Subject,Future,6168.81,3079.59
271,Professional,Go,6544.9,Story,Where,Financial,Cultural,8827.07,4476.42,Event,Individual,8900.76,Term,7635.86,Station,2608.58,Consumer,Base,679.16,3159.86
272,Bring,Star,5957.84,President,West,Size,President,5813.11,1621.54,Owner,Wish,6852.52,You,3184.84,Look,3836.16,Leader,Start,1128.16,7099.56
273,Result,Dog,2493.35,Mission,Natural,Long,Involve,2028.71,8955.56,Garden,Safe,3336.32,Toward,8075.59,Mother,581.03,Tv,Individual,5040.03,6456.86
274,Move,Series,7045.04,Accept,Book,Most,Sort,4642.79,1724.34,Majority,Through,5435.64,Movement,8833.33,Range,2945.52,Amount,Chair,4066.33,6638.59
275,Than,Home,3515.84,Shake,Money,Product,Save,6494.97,4174.39,Argue,System,1639.92,Section,4781.07,Lead,617.89,Account,Owner,800.15,4301.66
276,Western,Effect,3413.4,Catch,Onto,Same,Rather,8026.5,534.1,Cause,Order,3464.75,Budget,6024.51,Deal,5700.88,Imagine,Fall,6199.45,5767.7
277,Carry,Among,9645.24,Material,Kitchen,Point,Particular,2239.05,5060.69,Later,Health,753.46,Chance,7640.02,Relationship,5484.76,Year,If,9657.43,1154.36
278,Many,Specific,5379.91,Defense,Onto,No,Success,2681.48,4199.32,Direction,My,9278.85,Do,2297.86,Laugh,1325.58,Stock,Public,4036.77,2711.34
279,House,Myself,7700.42,Drive,Short,Own,Attention,7129.31,2633.36,Scientist,Can,8389.64,Difference,2349.39,Speak,633.62,Camera,And,1704.4,5769.5
280,Trip,Article,7730.45,Guess,Seek,Option,Recently,7172.84,1604.85,Middle,We,3927.88,Much,8191.49,Seat,6340.82,Former,Close,7675.66,1525.24
281,City,Say,8021.47,Carry,Respond,Would,Subject,1711.51,306.8,Modern,Chair,4797.6,To,6461.69,Approach,6338.64,Most,Republican,4861.24,1823.82
282,Benefit,Computer,5670.37,Force,First,Board,Speech,4739.98,9.4,Onto,Knowledge,2630.25,Audience,3840.33,Order,7323.66,Painting,Various,9731.01,9778.02
283,Wear,Different,5679.0,Oil,Attorney,Western,Adult,3529.26,8574.8,Talk,Present,7998.14,General,9602.1,Young,2551.24,Admit,Education,9977.35,5925.16
284,Concern,Mouth,6446.92,Sense,Later,Real,Minute,2342.54,9223.07,Benefit,Test,1446.41,Price,6901.5,Various,9262.79,House,Pattern,8027.24,2133.52
285,However,Material,9799.63,Politics,What,Peace,Life,8412.38,9955.84,Start,Floor,8006.56,Black,9491.5,Mean,2182.05,Town,Recently,2123.3,2390.76
286,Sister,Easy,4756.01,Military,Skill,Month,Hour,1795.75,9035.51,Across,As,8337.57,Up,3418.5,Save,2562.42,Subject,Value,1358.38,2067.52
287,Bag,Where,2730.87,Public,Stand,Anyone,Able,3140.41,7036.53,Up,Wear,601.32,Science,5586.05,Voice,8093.07,Local,Across,2413.05,6323.19
288,Remain,Than,2637.0,Decade,Majority,Wear,Large,8946.71,5005.92,Fact,Politics,3667.62,Art,9226.52,Old,5135.26,People,Room,3830.65,1870.49
289,Control,No,1093.36,Star,Its,Different,Author,3130.06,240.29,Fast,Several,8668.14,Education,8974.09,Across,8407.56,Mind,Particularly,4822.53,3533.66
290,House,Bill,2877.03,Matter,Lose,Money,Pass,1371.47,2878.62,Center,Employee,3097.02,Owner,5033.36,Somebody,1900.87,Woman,Establish,5245.2,4979.99
291,Production,Tree,1405.81,Power,Increase,Old,Right,5783.97,9057.02,Yes,Live,7548.51,Whatever,5417.13,Front,2470.08,Watch,Better,7163.14,2387.89
292,Myself,Population,8483.04,Leader,Approach,Appear,Management,2774.93,1937.4,Garden,Investment,7783.23,With,2106.71,Final,2793.59,Data,Enter,6968.21,3831.38
293,Blood,Message,3942.24,Politics,Upon,Receive,Study,9150.08,8676.66,Ever,Food,9919.28,Threat,5586.71,Physical,3779.64,Factor,Professor,5898.35,4088.87
294,Sell,Seven,9659.17,Age,Process,Challenge,At,2636.04,8265.35,Home,Character,7870.27,May,2789.68,Story,7801.05,Everybody,Partner,6926.36,7969.42
295,Outside,View,5164.66,Argue,Quality,Party,Their,1425.89,4825.65,Field,Analysis,9549.53,Heavy,9070.64,Administration,3194.2,Group,Edge,6486.13,288.05
296,Agency,Name,7204.63,Soldier,Leg,Allow,Movement,5825.12,3886.57,Tax,Government,2713.22,Policy,830.92,Your,2387.0,Science,Page,4285.91,4246.41
297,Become,Computer,1543.08,End,Pay,Trouble,Record,6947.9,101.95,Five,Compare,1786.5,World,2840.57,Note,1765.84,Himself,Between,8126.53,9515.24
298,Clear,Little,4702.83,Investment,Scene,Nice,Class,3351.17,8431.43,Realize,Ahead,7572.87,Use,6503.26,Especially,9232.66,Eye,Girl,739.89,5919.74
299,Camera,Hold,2678.9,Catch,Raise,Down,Indicate,9670.09,647.58,Evening,List,8846.45,Floor,9158.93,Right,573.61,Site,Author,8847.79,5058.56
300,Agency,Soldier,8997.43,Hand,With,Friend,New,4682.5,9793.65,Like,You,3157.25,Either,1927.15,Fish,6326.65,Dream,Hospital,9754.6,2554.37
301,Lawyer,Once,6865.82,Go,Reveal,Its,Laugh,2652.07,3719.66,Never,Data,6143.54,Budget,7698.16,Something,4951.28,He,Property,9304.64,6543.04
302,Measure,Some,353.39,Bring,Let,Away,Continue,6147.95,350.44,Hospital,Situation,2413.39,Performance,5349.23,Turn,4088.31,Report,Wait,6860.18,4078.72
303,Fill,Seven,8098.0,Rule,Car,Involve,Finally,5530.09,5929.02,Voice,Road,6146.2,Cell,5023.28,Amount,5327.02,Fall,Fear,61.11,1490.33
304,Spend,Impact,3124.18,Key,Style,But,Agreement,2283.08,1921.32,Want,Eye,6923.68,Thousand,4423.62,Public,1615.32,Song,Above,6550.04,1763.77
305,Machine,For,2996.45,Painting,Simply,Sit,Make,2005.46,6778.15,Improve,Situation,5040.46,Yet,132.85,Else,7059.15,Blood,Sell,1794.07,2613.15
306,First,Close,1029.72,Admit,Professional,Operation,Strategy,5961.94,5565.67,Wrong,At,2512.61,Spend,9953.48,Fast,3987.7,Financial,Glass,1334.9,8008.36
307,We,Usually,5125.17,Politics,Authority,Where,Its,4652.79,6057.42,Discuss,Best,4736.27,Describe,4328.4,Baby,437.04,Simply,Of,7978.68,5504.41
308,Country,Listen,7135.4,Key,Result,Crime,Feeling,587.26,4727.45,Organization,Market,3424.11,In,5258.94,Trial,6948.96,Black,Commercial,2562.8,7346.06
309,Environment,Want,6956.35,Develop,Beyond,Himself,Contain,711.16,8586.0,Sing,Door,6252.73,Official,2690.39,Note,8929.03,By,Force,441.93,5743.78
310,Brother,Many,8529.74,Figure,As,Marriage,Fish,7247.51,9130.87,Kid,Accept,4856.63,Campaign,9140.58,Spend,462.42,Reason,Not,8257.53,1919.52
